f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,label
0.4974464231915091,-0.7862073310098792,5.220690095332769,7.904681055786501,1.4570388104702685,2.36425877322618,2.4226686166121256,-1.3832921645825151,1.2347867245488189,-1.7752374386974141,-3.8430942687350544,-1.0334862216668947,0.3959847763982864,-1.8207882824571757,-4.634203516689701,2.021408797794896,2.304024106779001,-2.30866616247741,0
-3.5286302284969655,2.3996834006304333,-2.661833861300953,-10.44090622162875,-0.8471587311596396,2.751022562178127,-1.5635954005772383,0.6773244628556002,3.3517443351890397,0.3627963487371938,1.27686635960201,2.5639019691033296,-1.3651593646891256,1.216234863633753,0.3643789396678706,-6.054526082633897,1.4808450837446658,-0.09724732504283295,0
-2.6666736835150777,2.3434400629159606,-7.62924619714558,-7.1077601392956,1.7665629902601885,2.128408529500539,2.947061178060802,-0.5190505085097382,-6.920422603225894,4.563020247088389,3.3161013156407657,-0.7232235714867135,0.8090392233039574,2.5927016764273194,1.1757005867524875,-2.6841092317963158,-2.4489619001548926,-0.8405227225440908,0
-0.4783025121060739,0.7651601710399301,-1.6373066847561384,-5.022203975660498,-0.6007859336958994,0.04207689855530605,-0.5174726178183182,-0.4160978539705205,4.797692965481533,-1.734300714728283,2.9313649477606534,1.5058062998813748,0.5461300254949407,-2.908205284794861,0.21732442955666442,-0.18238144195958128,-1.9788390050172548,2.6787901165095787,0
-3.337532793686083,-0.013722725422760984,-2.2201803223540817,-4.521040717898347,0.9620668382850739,0.5262176305089251,-0.17482459837442388,0.4439305875277067,5.044381756113203,-0.7746777812153987,-2.2282216958811802,-0.379558442917095,0.6431484288148367,-3.5134749695313596,4.408368954230009,-1.767820193562405,2.4641372912715087,-2.497013289832024,0
3.2267421212283733,-0.3599977693966444,1.0180489234186338,5.562611883184416,0.8929450245752572,0.9785338136999032,1.4502231083406105,-0.0517848857513356,0.41342564826849304,-1.2164764114490694,-1.76692475086445,-1.0692005688457817,0.29640044757365724,-0.48128653993605597,-1.739146455401566,-0.37367394974698853,0.5339183282866253,-2.2428298345327127,0
-4.8560117916545344,0.5417327374499166,-8.59245354344671,-5.6533399784046825,1.1863638219556818,1.4519505437844347,2.580850518548502,-1.1988579835102988,-4.441735788614508,3.302053070414803,2.5296775632119974,-0.5392145256422374,-1.0515864048278147,1.2355061788330906,2.275790070997998,-2.335993438458819,-3.6038907913675047,0.2100300174114822,0
-0.20138290329004682,1.2005738973782283,-3.042729498533973,-3.7995311268665355,0.3857043092294725,2.7904358557807276,-1.1528833689619957,0.8335062036189549,3.034908958641415,0.6895484603421873,2.166594814515779,0.6002205117727991,-0.9232856824959098,-0.16540844948650624,3.5257480655765048,0.615820486166069,-1.400815925239522,0.8659889855032015,0
1.1656857614172829,0.2583656169283389,-4.544736496186213,-3.114576529928376,-1.6310787470486572,1.5608129460302094,1.007877089822662,-0.9969265012590225,3.3953283893736446,0.3883021789684502,1.775569109737697,-0.08183552866902064,1.0165309425598525,-4.055084259230867,0.9330566297460298,-0.5244023207879429,-2.368685320292478,-0.4767661682253159,0
-0.6033731414616558,0.7337563418762727,-2.4849192752656135,-5.570847335173898,1.1291338434531175,0.7919554928845545,-0.241408918520013,-1.416435044269189,-2.9167639791733406,1.6875896071524388,2.4978773457362906,-1.023823678224113,1.1807594926058542,1.0187521821977081,-1.2727914779735543,-3.125788719914263,-0.42636984830044133,-0.19955014703616336,0
